task_name,task_count,job_id,none1,status,start_time,end_time,none2,none3
J46_39_40_45,2,j_1429335,1,Terminated,654124,654175,100,0.59
J46_45_51,1,j_1474157,1,Terminated,118229,118314,50,0.2
R46_44,1,j_1696245,1,Running,373608,373752,50,0.2
R46_4,1,j_1703073,1,Terminated,622832,622898,50,0.2
R46_2,10,j_1819758,1,Terminated,612105,612142,100,0.49
R46_12,1,j_1876942,1,Terminated,118935,118964,50,0.2
J46_43_45_50,1,j_1897049,1,Terminated,282578,285358,50,0.3
J46_45_57,3,j_1920006,1,Terminated,101642,101921,50,0.49
J46_7_45,1,j_1933148,1,Terminated,205270,207009,50,0.2
R46_48_50,1,j_2086871,1,Terminated,190557,190568,100,0.49
R46_42,1,j_2090920,1,Terminated,433087,433108,50,0.2
R46_52,3,j_2115338,1,Terminated,150858,150868,100,0.49
J46_8_45,4,j_2169226,1,Terminated,163378,163413,100,0.59
R46_49,1,j_2185906,1,Terminated,104633,104637,100,0.49
M46_75,1,j_2386101,1,Terminated,401204,401208,100,0.3
R46_4_13_17_21_25_31_35_45,1111,j_2704285,1,Terminated,606048,606182,100,0.39
J46_9_45,3,j_3001761,1,Terminated,119016,119552,50,0.3
R46_132,1,j_3093365,1,Terminated,352124,352132,50,0.2
R46_62,1,j_3148465,1,Terminated,180568,180674,50,0.2
J46_41_45,1,j_3769493,1,Terminated,99588,100349,50,0.2
J46_35_36_45,39,j_4001649,1,Running,504279,504662,100,0.59
R46_120,1,j_4046204,1,Terminated,620621,620629,100,0.49
R46_35,2,j_4115278,1,Terminated,106805,106817,100,0.49
J46_45_50,3,j_870770,1,Terminated,396199,396205,100,0.59
R46_27,17,j_1025655,1,Terminated,232445,232525,100,0.39
R46_47,1,j_1640431,1,Terminated,398176,398183,100,0.49
J46_1_11_23_28_45,1,j_2066627,1,Terminated,346981,347013,100,0.49
J46_4_45,707,j_2402337,1,Terminated,538533,538548,100,0.49
J46_2_11_12_14_23_26_27_31_32_33_36_45,1,j_2664653,1,Terminated,459133,460214,50,0.2
R46_56,3,j_3022704,1,Terminated,665520,665527,100,0.54
J46_11_45,25,j_3750574,1,Terminated,162107,162129,100,0.59
R46_17,3,j_3989171,1,Terminated,586641,586672,100,0.39
J46_41_45_60,3,j_36458,1,Terminated,600975,600979,100,0.59
J46_32_33_43_45,81,j_1449522,1,Terminated,325321,325381,100,0.59
J46_14_45,1111,j_3109285,1,Terminated,687228,687255,100,0.59
J46_5_13_45,1,j_3582474,1,Terminated,564702,564713,100,0.59
R46_43_45,1,j_3977162,1,Terminated,360560,360588,100,0.49
R47_46,1,j_1431,1,Terminated,639182,639186,100,0.39
R47_41_46,13,j_1603,1,Terminated,622688,622755,50,0.2
R47_20,1,j_2016,1,Terminated,205308,205327,50,0.2
M47,7,j_10703,1,Terminated,300352,300368,50,0.2
R47_51,1,j_11619,1,Terminated,353547,353549,100,0.49
J47_1_46,3,j_18367,1,Terminated,323102,323131,100,0.59
R47_60,11,j_22464,1,Terminated,160629,160816,100,0.49
J47_4_35_36_46,1,j_30375,1,Terminated,436080,436156,100,0.59
J47_44_45_46,3,j_44784,1,Terminated,582872,582873,100,0.49
J47_44_46,53,j_56261,1,Terminated,626885,627154,100,0.59
J47_9_12_15_21_39_46,7,j_67371,1,Terminated,276214,276591,50,0.3
J47_45_46,45,j_93477,1,Terminated,573244,573326,100,0.59
R47_5,1,j_94055,1,Terminated,163189,163193,100,0.49
R47_1,1,j_124362,1,Terminated,264717,265040,50,0.2
R47_13,3,j_132660,1,Terminated,201421,201750,50,0.39
J47_46_48,,j_133970,1,Waiting,0,0,,
R47_17,1,j_143178,1,Terminated,454021,455801,50,0.39
J47_36_41_43_46,1,j_162073,1,Terminated,193910,194165,100,0.59
R47_41,1,j_174842,1,Terminated,579104,579113,100,0.59
J47_46_58,1,j_176017,1,Terminated,101640,102069,50,0.2
J47_28_46,7,j_177008,1,Terminated,88346,88543,50,0.2
J47_4_8_17_26_27_30_36_40_43_46,1,j_178904,1,Terminated,372047,372299,50,0.3
R47_6,1,j_237996,1,Terminated,281993,282038,50,0.2
J47_14_46,1,j_239708,1,Terminated,469322,470160,50,0.3
R47_16,1,j_277678,1,Terminated,282514,284621,50,0.39
J47_42_46_78,1,j_283367,1,Terminated,576269,576475,100,0.59
J47_16_19_22_25_28_31_33_37_46,13,j_298078,1,Terminated,619168,619618,50,0.39
R47_49,7,j_302196,1,Terminated,182088,182123,100,0.49
R47_2,1,j_317382,1,Terminated,264625,264857,50,0.2
R47_33,1,j_351087,1,Terminated,299411,299451,50,0.2
R47_54,1,j_377907,1,Terminated,198401,198416,50,0.2
R47_3,1,j_398928,1,Terminated,187617,187743,50,0.2
R47_42,1,j_401309,1,Terminated,452604,452610,50,0.2
R47_8,1,j_407931,1,Terminated,161256,161268,100,0.49
J47_2_4_6_8_10_12_14_16_17_46,17,j_410578,1,Terminated,253758,254257,50,0.39
R47_29_30_31_35_37_39_40_41_42_46_55,1,j_428934,1,Terminated,450502,450707,100,0.49
J47_36_37_38_39_40_41_42_43_44_46,1,j_429564,1,Terminated,278688,278712,100,0.59
J47_12_15_19_46,39,j_450612,1,Terminated,264177,264203,100,0.59
R47_50,1,j_467376,1,Terminated,360915,361727,50,0.2
R47_40,1,j_498527,1,Terminated,174638,174648,50,0.2
M47_76,1,j_512413,1,Terminated,402402,402405,100,0.3
J47_51_52,1,j_558986,1,Terminated,186791,186794,50,0.2
R47_23,1,j_561573,1,Terminated,623235,623365,50,0.2
R47_100,1,j_567184,1,Terminated,524388,524418,50,0.2
R47_77,1,j_567198,1,Terminated,277549,277555,100,0.39
J47_38_39_46,7,j_657572,1,Terminated,533320,533367,100,0.59
R47_18_46,1,j_715973,1,Terminated,456053,456061,100,0.39
J47_31_33_35_37_39_40_46,1,j_741067,1,Terminated,193661,194276,50,0.2
R47_44_46,1,j_803674,1,Terminated,621678,621692,100,0.49
R47_34_46,1,j_806847,1,Terminated,109769,109857,100,0.39
R47_59,27,j_841323,1,Terminated,279498,279523,100,0.49
J47_17_20_31_38_46,25,j_890353,1,Running,177674,177677,100,0.59
R47_52,3,j_927272,1,Terminated,365233,365308,50,0.3
J47_2_4_6_8_9_10_11_15_19_21_23_25_27_31_46,1,j_954238,1,Terminated,637822,637874,50,0.2
J47_31_46,15,j_968475,1,Terminated,97034,97051,100,0.59
J47_5_7_14_46,75,j_986579,1,Terminated,520131,520138,100,0.59
J47_3_4,1,j_1054440,1,Terminated,437436,437471,50,0.2
R47_67,1,j_1067187,1,Terminated,624808,624840,100,0.49
R47_73,245,j_1083882,1,Terminated,118467,119311,50,0.39
J47_10_19_20_21_46,25,j_1117719,1,Terminated,110022,110504,50,0.49
R47_55,1,j_1150465,1,Terminated,637277,637585,50,0.2
R47_53,1,j_1193242,1,Terminated,274922,275257,100,0.49
J47_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_2,57,j_1200192,1,Terminated,532841,532961,100,0.49
J47_36_46,1,j_1349901,1,Terminated,447412,447798,50,0.2
J47_26_27_46,,j_1388242,1,Waiting,0,0,,
R47_10,1,j_1415314,1,Terminated,357327,357333,50,0.2
J47_38_46,2,j_1429335,1,Terminated,654176,654244,100,0.59
R47_48,1,j_1436724,1,Terminated,399272,399274,100,0.49
J47_12_15_18_29_34_36_43_46,1,j_1438682,1,Terminated,532524,532738,50,0.2
J47_1_4_45_46,1,j_1459877,1,Terminated,351281,351334,50,0.2
J47_8_9_14_18_19_21_28_29_31_37_38_46,3,j_1484554,1,Terminated,193406,194295,50,0.2
R47_9,1,j_1561613,1,Terminated,611587,611603,50,0.2
R47_44,1,j_1696245,1,Running,373608,373752,50,0.2
R47_4,1,j_1703073,1,Terminated,622832,622897,50,0.2
R47_14,1,j_1876942,1,Terminated,118935,118968,50,0.2
R47_7,1,j_2125725,1,Terminated,600592,600595,100,0.49
R47_65,1,j_2141465,1,Terminated,550918,551667,50,0.2
J47_10_44,1,j_2163896,1,Terminated,327000,327100,50,0.15
J47_1_2_5_35_46,4,j_2169226,1,Terminated,163414,163508,100,0.49
R47_72,1,j_2185906,1,Terminated,104633,104637,100,0.49
J47_27_28_29_31_32_33_34_35_37_38_39_40_42_43_45_4,123,j_2386101,1,Running,401204,401257,100,0.79
R47_78,1,j_2393722,1,Terminated,155534,155538,100,0.39
R47_64,1,j_2433245,1,Terminated,139771,139774,100,0.39
J47_42_46,15,j_2439302,1,Terminated,200822,201218,100,0.59
J47_16_19_22_26_29_32_35_38_39_40_41_42_43_44_46,1,j_2464848,1,Terminated,515061,515418,50,0.2
J47_18_20_25_27_30_36_40_46,1,j_2517970,1,Terminated,307175,308119,50,0.2
R47_45_46,7,j_2636179,1,Terminated,365323,365499,50,0.39
J47_1_11_24_29_46,1,j_2777815,1,Terminated,435057,435110,100,0.49
R47_30_36_39_43_44_46,1,j_2924180,1,Terminated,190783,190974,100,0.49
M47_46,19,j_2980998,1,Terminated,274543,274617,50,0.39
J47_1_2_6_35_46,9,j_3001761,1,Terminated,119016,119576,50,0.3
R47_132,1,j_3093365,1,Terminated,352124,352132,50,0.2
R47_62,1,j_3148465,1,Terminated,180568,180684,50,0.3
J47_49_55_60,1,j_3769493,1,Terminated,99588,100436,50,0.2
R47_38,1,j_3823573,1,Terminated,619271,619491,50,0.2
J47_31_32_46,51,j_4001649,1,Running,504279,504662,100,0.59
R47_120,1,j_4046204,1,Terminated,620621,620629,100,0.49
R47_37,25,j_4115278,1,Terminated,106904,106980,100,0.49
J47_46_54,1,j_90713,1,Terminated,339545,339560,100,0.59
J47_37_45_46,1,j_257673,1,Terminated,637416,637616,50,0.2
R47_35,1,j_373568,1,Terminated,612251,612261,100,0.49
J47_27_29_33_44_46,,j_1778380,1,Waiting,0,0,,
J47_3_46,3,j_2253698,1,Terminated,201911,202289,50,0.59
J47_5_15,1,j_2372657,1,Terminated,90526,90599,50,0.2
M47_2_6_10,75,j_2678615,1,Terminated,444662,444676,100,0.3
J47_9_46,4,j_3750574,1,Terminated,162129,162167,100,0.59
J47_39_45_46,165,j_232733,1,Terminated,271888,271918,100,0.59
J47_12_15_16_19_34_36_43_46,97,j_1459069,1,Terminated,618041,618147,100,0.59
R47_23_29_31_33_40_41_46,278,j_3977162,1,Terminated,361074,361135,100,0.49
R48_4_13_17_21_25_33_37_47,49,j_1603,1,Terminated,622688,622767,50,0.2
R48_18,1,j_2016,1,Terminated,205308,205439,50,0.2
R48_47,1,j_10703,1,Terminated,300352,300404,50,0.3
J48_45_46_47,3,j_11619,1,Terminated,353547,353549,100,0.59
J48_1_47,3,j_18367,1,Terminated,323131,323163,100,0.49
R48_60,11,j_22464,1,Terminated,160629,160980,100,0.49
J48_46_47,556,j_28468,1,Terminated,370672,370740,100,0.59
J48_2_47,1,j_30375,1,Terminated,436157,436191,100,0.59
R48_5,1,j_37816,1,Terminated,160227,160231,100,0.39
M48,1,j_44784,1,Terminated,582872,582872,100,0.3
R48_51,1,j_46192,1,Terminated,578999,579010,100,0.39
R48_39_43_47,9,j_54663,1,Terminated,397454,397458,100,0.49
J48_3_7_11_15_19_23_26_30_34_38_42_47,631,j_56261,1,Terminated,626885,627899,100,0.49
R48_50,1,j_62033,1,Terminated,265454,265462,50,0.2
J48_3_5_7_47,7,j_67371,1,Terminated,276214,276616,50,0.3
R48_49,1,j_110034,1,Terminated,406769,406773,100,0.49
R48_1,1,j_124362,1,Terminated,264717,265041,50,0.2
R48_19,3,j_132660,1,Terminated,201421,201617,50,0.2
M48_19_29,3,j_133970,1,Terminated,89626,89644,100,0.3
J48_6_8_47,1,j_162073,1,Terminated,194166,194332,100,0.59
R48_41,1,j_174842,1,Terminated,579104,579113,100,0.59
J48_23_24_25_26_27_47,27,j_177008,1,Terminated,88346,88610,50,0.2
R48_9,1,j_201890,1,Terminated,625346,625402,50,0.3
R48_53,1,j_209787,1,Terminated,111655,111797,50,0.2
R48_3,1,j_237996,1,Terminated,281993,282150,50,0.2
J48_12_47,1,j_239708,1,Terminated,469322,470174,50,0.3
J48_27_45_46_47,5,j_281668,1,Terminated,406070,406074,100,0.59
J48_2_5_8_11_12_13_47,1,j_298078,1,Terminated,619168,619761,50,0.39
R48_2,1,j_317382,1,Terminated,264625,264856,50,0.2
J48_43_46_47,1,j_337924,1,Terminated,575135,575142,100,0.59
R48_38,2,j_340150,1,Terminated,364673,364685,100,0.49
R48_40,1,j_351087,1,Terminated,299411,299538,50,0.2
R48_29,1,j_407931,1,Terminated,161389,161408,100,0.49
R48_79,1,j_428934,1,Terminated,450352,450358,100,0.39
R48_35_47,1,j_429564,1,Terminated,279603,279659,100,0.39
M48_10_15_17_19,2713,j_432300,1,Terminated,438269,438297,100,0.3
J48_7_8_9_47,43,j_450612,1,Terminated,264177,264205,100,0.64
R48_30_31_47,1,j_509666,1,Running,367082,367141,50,0.2
J48_28_29_30_32_33_34_35_36_38_39_40_41_43_44_46_4,117,j_512413,1,Running,402402,402453,100,0.79
J48_51_52,1,j_558986,1,Terminated,186791,186798,50,0.2
R48_24,1,j_561573,1,Terminated,623235,623251,50,0.2
J48_69_71,1,j_567198,1,Terminated,277641,277693,100,0.59
J48_44_46_47,3,j_639845,1,Terminated,371125,371127,100,0.59
J48_34_37_47,8,j_657572,1,Terminated,533368,533416,100,0.59
J48_44_47,9,j_727303,1,Terminated,163845,163936,100,0.59
R48_23_29_31_34_41_42_47,278,j_803674,1,Terminated,622091,622138,100,0.49
R48_59,27,j_841323,1,Terminated,279498,279513,100,0.49
J48_9_12_14_47,33,j_890353,1,Running,177674,177677,100,0.59
R48_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,1,j_952184,1,Terminated,502679,502733,50,0.3
J48_25_26_28_29_39_47,109,j_968475,1,Terminated,97034,97055,100,0.59
J48_1_2_47,2,j_986579,1,Terminated,520139,520162,100,0.79
R48_47_49,1,j_1067187,1,Terminated,624841,624851,100,0.49
M48_17_18_21_23_38_47,99,j_1072761,1,Terminated,459896,460029,100,0.39
R48_13,1,j_1117361,1,Terminated,460397,460679,50,0.2
J48_7_8_47,29,j_1117719,1,Terminated,110022,110680,50,0.39
J48_47_55,1,j_1126102,1,Terminated,644597,644628,50,0.2
J48_24_26_29_32_47,7,j_1349901,1,Terminated,447412,447843,50,0.39
J48_35_38_41_45_47,1,j_1367848,1,Terminated,118280,119226,50,0.2
J48_35_37_38_39_47,1,j_1387016,1,Terminated,199825,199974,50,0.2
J48_22_23_47,,j_1388242,1,Waiting,0,0,,
J48_45_47,1,j_1415314,1,Terminated,357327,357333,50,0.2
J48_29_31_33_35_37_47,3,j_1429335,1,Terminated,654244,654368,100,0.59
R48_11,1,j_1561613,1,Terminated,611587,611594,50,0.2
R48_34,1,j_1696245,1,Running,373608,373752,50,0.59
R48_4,1,j_1703073,1,Terminated,622832,622897,50,0.2
R48_36,1,j_1769591,1,Terminated,372809,372825,50,0.2
R48_45_47,1,j_1860974,1,Terminated,449380,449384,100,0.49
J48_3_5_7_9_10_13_16_19_22_25_28_30_33_35_37_39_41,1,j_2030237,1,Terminated,291862,294092,50,0.2
R48_42,1,j_2090920,1,Terminated,433087,433108,50,0.2
R48_55,19,j_2115338,1,Terminated,150858,150884,100,0.49
R48_10,1,j_2182467,1,Terminated,179809,179882,50,0.2
J48_4_17_28_46_47_80,1,j_2185906,1,Terminated,104643,104665,100,0.59
R48_54,1,j_2354503,1,Terminated,114371,114375,50,0.2
J48_70_72,1,j_2393722,1,Terminated,155540,155584,100,0.59
R48_70,2,j_2433245,1,Terminated,139836,139849,100,0.49
J48_2_3_8_9_13_15_16_47,1,j_2517970,1,Terminated,307175,308164,50,0.3
J48_39_41_43_47,5,j_2597703,1,Terminated,617864,617931,100,0.59
R48_4_13_21_23_25_27_28_29_31_33_35_47,5,j_2855373,1,Terminated,530864,531103,50,0.2
M48_47,19,j_2882661,1,Terminated,616161,616230,100,0.49
R48_132,1,j_3093365,1,Terminated,352124,352132,50,0.2
R48_62,1,j_3148465,1,Terminated,180568,180679,50,0.3
J48_35_37_38_39_40_41_43_44_45_47,285,j_3153657,1,Terminated,626044,629512,50,0.59
J48_46_47_54,1,j_3946448,1,Terminated,268455,268479,50,0.3
J48_27_28_47,63,j_4001649,1,Running,504279,504662,100,0.59
R48_120,1,j_4046204,1,Terminated,620621,620629,100,0.49
J48_2_5_6_13_14_17_20_21_28_29_33_35_36_47,7,j_257673,1,Terminated,637416,637894,50,0.2
R48_35,1,j_373568,1,Terminated,612251,612261,100,0.49
M48_40_43_47,425,j_1437766,1,Terminated,125098,125118,100,0.3
M48_6_16_26_36_47,81,j_2255818,1,Terminated,270707,270807,100,0.3
R48_56,3,j_3022704,1,Terminated,665520,665527,100,0.49
R48_90,12,j_3247046,1,Terminated,206162,206238,100,0.49
J48_1_2_6_36_47,4,j_3750574,1,Terminated,162168,162293,100,0.49
J48_42_47,26,j_548487,1,Terminated,290974,291122,100,0.59
J48_1_12_25_30_47,1,j_1449522,1,Terminated,325681,325714,100,0.49
R48_52,1,j_2314607,1,Terminated,577238,577243,100,0.39
M48_41,425,j_2860315,1,Terminated,125931,125950,100,0.3
J48_14_47,1111,j_3109285,1,Terminated,687262,687283,100,0.59
R49_20,1,j_2016,1,Terminated,205308,205328,50,0.2
R49_55,5,j_10703,1,Terminated,300352,300406,50,0.3
M49,1,j_11619,1,Terminated,353547,353548,100,0.3
R49_60,21,j_22464,1,Terminated,160629,160683,100,0.49
R49_48,1,j_30375,1,Terminated,436191,436200,100,0.49
J49_7_47,1,j_37816,1,Terminated,160482,160505,100,0.59
M49_48,1,j_46192,1,Terminated,579010,579021,100,0.3
J49_1_2_3_4_7_10_13_17_19_21_23_26_29_32_35_39_41_,1,j_59446,1,Terminated,466820,467433,50,0.2
R49_5,1,j_94055,1,Terminated,163189,163195,100,0.49
R49_1,1,j_124362,1,Terminated,264717,265041,50,0.2
R49_19,3,j_132660,1,Terminated,201421,201616,50,0.2
J49_47_48,,j_133970,1,Waiting,0,0,,
J49_4_48,1,j_162073,1,Terminated,194332,194550,100,0.49
R49_41,1,j_174842,1,Terminated,579104,579113,100,0.59
J49_14_15_16_17_18_19_20_48,111,j_177008,1,Terminated,88346,88643,50,0.3
J49_7_10_48,1,j_239708,1,Terminated,469322,470202,50,0.3
M49_42_48,131,j_270573,1,Terminated,632423,632561,50,0.3
R49_24,3,j_277678,1,Terminated,282514,284626,50,0.3
R49_40_44_48,13,j_281668,1,Terminated,406070,406073,100,0.49
R49_54,1,j_283367,1,Terminated,576084,576091,100,0.49
J49_9_11_13,7,j_302196,1,Terminated,182088,182123,100,0.59
R49_22,25,j_340150,1,Terminated,364763,364772,100,0.49
R49_51,7,j_394671,1,Terminated,631075,631527,50,0.39
R49_3,1,j_398928,1,Terminated,187617,187718,50,0.2
R49_11,1,j_407931,1,Terminated,161088,161107,100,0.49
J49_71_73,1,j_428934,1,Terminated,450358,450407,100,0.59
J49_38_40_47_48,62,j_432300,1,Terminated,438320,438355,100,0.59
J49_2_3_4_48,47,j_450612,1,Terminated,264177,264206,100,0.69
R49_40,1,j_498527,1,Terminated,174638,174648,50,0.2
R49_8,19,j_561573,1,Terminated,623235,623935,50,0.49
R49_100,1,j_567184,1,Terminated,524388,524418,50,0.2
R49_44,2,j_567198,1,Terminated,277782,277801,100,0.49
R49_46_48,1,j_597534,1,Terminated,623070,623080,100,0.49
R49_50,1,j_639845,1,Terminated,371125,371126,100,0.39
J49_18_20_22_24_25_26_30_48,62,j_657572,1,Terminated,533479,533512,100,0.59
J49_40_42_44_46_48_51,7,j_673014,1,Terminated,114275,114777,50,0.39
J49_46_47_48,3,j_679857,1,Terminated,641484,641485,100,0.49
R49_59,27,j_841323,1,Terminated,279498,279515,100,0.49
J49_40_42_44_48,1,j_862357,1,Terminated,359976,360502,50,0.2
J49_2_48,41,j_890353,1,Running,177674,177677,100,0.59
R49_52,3,j_927272,1,Terminated,365233,365326,50,0.3
J49_14_17_21_22_23_48,121,j_968475,1,Terminated,97034,97056,100,0.59
J49_20_28_33_36_38_41_48,1,j_986497,1,Terminated,617224,617478,50,0.3
J49_18_48_51_102,1,j_1038717,1,Terminated,451484,451588,50,0.49
J49_3_4,1,j_1054440,1,Terminated,437436,437471,50,0.2
R49_38,1,j_1065959,1,Terminated,113487,115072,50,0.2
R49_65,1,j_1067187,1,Terminated,624770,624784,100,0.49
J49_35_41_45_48,6,j_1072761,1,Terminated,460221,460435,100,0.59
R49_73,225,j_1083882,1,Terminated,118467,119337,50,0.39
R49_13,1,j_1117361,1,Terminated,460397,460790,50,0.39
R49_7,1,j_1150465,1,Terminated,637277,637452,50,0.3
R49_57,1,j_1193242,1,Terminated,275353,275362,100,0.49
R49_2_4_6_8_10_12_14_16_18_20_22_24_26_28_30_32_34,25,j_1198135,1,Terminated,207663,207666,100,0.49
J49_12_14_16_19_22_48,1,j_1349901,1,Terminated,447412,447876,50,0.3
J49_8_12_29_48,1,j_1367848,1,Terminated,118280,119256,50,0.2
J49_14_48,1,j_1387016,1,Terminated,199825,199974,50,0.2
J49_18_19_48,,j_1388242,1,Waiting,0,0,,
R49_34,1,j_1415314,1,Terminated,357327,357330,50,0.2
J49_12_13_14_15_17_19_21_23_25_27_48,4,j_1429335,1,Terminated,654370,654456,100,0.59
R49_46_47_48,1,j_1436724,1,Terminated,399272,399275,100,0.39
J49_8_46,83,j_1476015,1,Terminated,274668,274679,100,0.59
J49_44_46_48,1,j_1665656,1,Terminated,608815,608844,50,0.2
J49_44_46_47_48,1,j_1703073,1,Terminated,622831,622903,50,0.2
R49_27,1,j_1769591,1,Terminated,372809,372842,50,0.2
J49_41_45_46_47_48,3,j_1845641,1,Terminated,265556,265589,50,0.3
R49_17,1,j_1876942,1,Terminated,118935,119151,50,0.39
J49_1_48,1,j_2030237,1,Terminated,291862,294113,50,0.3
J49_50_61,49,j_2048990,1,Terminated,310988,311282,50,0.39
R49_42,1,j_2090920,1,Terminated,433087,433109,50,0.2
J49_10_48_64,187,j_2125725,1,Terminated,600598,600765,100,0.59
R49_36,1,j_2256851,1,Terminated,352980,353143,50,0.2
R49_2,1,j_2354503,1,Terminated,114371,114507,50,0.2
J49_44_48,1,j_2366772,1,Terminated,293604,293609,100,0.59
R49_56,1,j_2439302,1,Terminated,200822,201135,100,0.49
J49_4_8_12_16_20_24_28_32_36_40_44_48,1,j_2636179,1,Terminated,365322,365830,50,0.2
R49_132,1,j_3093365,1,Terminated,352124,352132,50,0.2
R49_62,1,j_3148465,1,Terminated,180569,180684,50,0.3
R49_3_4_5_6_7_8_9_10_13_14_15_16_17_18_19_20_24_25,393,j_3153657,1,Terminated,626046,629767,50,0.39
M49_3_8_12,75,j_3299571,1,Terminated,362590,362601,100,0.3
R49_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,1,j_3563794,1,Terminated,244528,244582,50,0.3
R49_27_33_35_42_43_48,1,j_3615061,1,Terminated,362736,363070,100,0.49
J49_38_44_46_48,1,j_3823573,1,Terminated,619270,619508,50,0.2
J49_23_24_48,71,j_4001649,1,Running,504279,504662,100,0.59
R49_120,1,j_4046204,1,Terminated,620621,620629,100,0.49
M49_2_6_10_17_21,75,j_4178357,1,Terminated,531274,531293,100,0.3
M49_11_16_18_20,2727,j_159858,1,Terminated,555312,555359,100,0.3
J49_2_5_6_13_14_17_20_21_28_29_33_35_38_39_47_48,1,j_322421,1,Failed,205285,205310,50,0.2
R49_10,1,j_1415452,1,Terminated,375795,375800,100,0.39
J49_3_4_5_6_7_8_9_10_11_12_13_14_16_37_39_40_41_42,,j_1778380,1,Waiting,0,0,,
J49_45_48,1,j_2253698,1,Terminated,201908,202296,50,0.2
J49_48_61,1111,j_2321401,1,Terminated,620653,621173,100,0.59
R49_24_30_32_35_42_43_48,278,j_2363173,1,Terminated,532322,532382,100,0.49
R49_3_8_11_14_17_21_25_33_36_39_42_48,70,j_2446896,1,Terminated,539021,539241,100,0.39
R49_25,12,j_2516198,1,Terminated,544062,544125,100,0.49
J49_48_83,9,j_3247046,1,Terminated,206238,206483,100,0.59
J49_13_46_48,41,j_3826168,1,Terminated,223297,223345,100,0.59
M49_11_16_21_26_31_34_39_46_48,1087,j_1174291,1,Terminated,347893,347921,50,0.3
J49_14_31_48,25,j_3109285,1,Terminated,687284,687307,100,0.49
J50_34_42_43_46_48_49,1,j_2016,1,Terminated,205308,206665,50,0.2
R50_57,3,j_10703,1,Terminated,300352,300400,50,0.3
M50,1,j_11619,1,Terminated,353547,353548,100,0.3
R50_60,21,j_22464,1,Terminated,160629,160723,100,0.49
R50_49,1,j_30375,1,Terminated,436200,436204,100,0.39
R50_51,1,j_54663,1,Terminated,397454,397456,100,0.49
J50_2_4_6_8_10_12_15_18_21_24_27_30_32_35_37_39_41,967,j_54987,1,Terminated,230416,230524,100,0.49
J50_6_44_47_48_49,1,j_94055,1,Terminated,163199,163207,100,0.49
R50_1,1,j_124362,1,Terminated,264717,265041,50,0.2
J50_43_49,,j_133970,1,Waiting,0,0,,
J50_47_49,1,j_156839,1,Terminated,292246,292267,100,0.59
J50_12_13_49,13,j_177008,1,Terminated,88346,88697,50,0.2
R50_14,1,j_209787,1,Terminated,111655,111717,50,0.3
J50_6_49,1,j_237996,1,Terminated,281993,282161,50,0.2
J50_4_49,3,j_239708,1,Terminated,469322,470289,50,0.39
J50_2_4_6_8_10_12_14_16_18_20_22_24_26_28_30_32_34,11,j_292408,1,Terminated,372841,374088,50,0.49
R50_2,1,j_317382,1,Terminated,264625,264856,50,0.2
M50_6_7_47_49,11,j_348630,1,Terminated,237162,237184,100,0.39
J50_48_49,1,j_377907,1,Terminated,198401,198430,50,0.2
R50_3,1,j_398928,1,Terminated,187617,187747,50,0.2
J50_11_49,1,j_407931,1,Terminated,161107,161165,100,0.79
R50_45,2,j_428934,1,Terminated,450473,450484,100,0.49
J50_12_25_38_46_49_55,303,j_467376,1,Terminated,360915,361712,50,0.39
J50_37_39_42_45_47_49,1,j_489043,1,Terminated,518222,518958,50,0.2
R50_40,1,j_498527,1,Terminated,174638,174647,50,0.2
M50_49,5199,j_544426,1,Terminated,628757,628944,100,0.3
J50_34_49_78,1,j_555737,1,Terminated,89723,89739,100,0.59
R50_30,17,j_561573,1,Terminated,623235,624076,50,0.39
R50_66,1,j_567198,1,Terminated,277556,277561,100,0.39
R50_27_33_36_43_44_49,1,j_597534,1,Terminated,623187,623332,100,0.49
J50_17_49,12,j_657572,1,Terminated,533512,533537,100,0.59
J50_27_29_31_33_35_36_38_49,13,j_673014,1,Terminated,114275,114834,50,0.39
J50_48_73,9,j_678639,1,Terminated,288214,288292,100,0.59
R50_12,1,j_687576,1,Terminated,618877,618880,100,0.49
R50_58,1,j_803674,1,Terminated,621772,621784,100,0.49
R50_44_45_46_47_48_49,1,j_841323,1,Terminated,279524,279547,100,0.49
R50_24,1,j_859206,1,Terminated,523060,523091,50,0.2
R50_61,1,j_862357,1,Terminated,359976,360061,50,0.3
J50_1_49,43,j_890353,1,Running,177674,177677,100,0.49
J50_10_11_12_49,125,j_968475,1,Terminated,97034,97057,100,0.59
J50_48_49_51,1,j_1054440,1,Terminated,437436,437475,50,0.2
R50_44,1,j_1065959,1,Terminated,113487,113604,50,0.2
R50_67,1,j_1067187,1,Terminated,624808,624820,100,0.49
R50_20,1,j_1117361,1,Terminated,460397,460668,50,0.2
J50_27_28_29_32_36_38_39_40_49,1,j_1123968,1,Terminated,285159,285251,50,0.2
R50_13,1,j_1150465,1,Terminated,637277,637639,50,0.2
J50_5_8_10_49,1,j_1349901,1,Terminated,447412,447944,50,0.3
J50_34_35_41_42_46_47_48_49,1,j_1384983,1,Terminated,364748,364871,50,0.39
J50_14_15_49,,j_1388242,1,Waiting,0,0,,
